,host_response_rate,availability_365,neighbourhood_group,host_is_superhost,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,amenities,instant_bookable,bathrooms
11942,100.0,89,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,2.0,38.0,1,97.0,23,t,0.0
11943,100.0,291,Treptow - Köpenick,f,Private room,4,Private room,1.0,2.0,39.0,1,0.0,3,f,0.0
11947,89.0,87,Neukölln,f,Private room,4,Private room,1.0,2.0,39.0,2,98.0,18,f,1.5
11956,94.0,196,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,53.0,1,92.0,22,t,1.0
11957,94.0,199,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,45.0,1,88.0,20,t,1.0
11959,94.0,191,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,53.0,1,89.0,22,t,1.0
11961,94.0,200,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,53.0,1,86.0,21,t,1.0
11963,100.0,352,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,3.0,100.0,2,98.0,14,f,1.0
11964,94.0,197,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,51.0,1,89.0,22,t,1.0
11965,94.0,196,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,50.0,1,88.0,22,t,1.0
11975,0.0,89,Tempelhof - Schöneberg,f,Entire home/apt,5,Entire home/apt,2.0,2.0,75.0,5,0.0,6,f,1.0
11982,50.0,155,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,3.0,2.0,220.0,3,98.0,41,f,2.0
11983,0.0,363,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,130.0,180,100.0,12,t,2.0
11986,50.0,288,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,65.0,7,100.0,9,f,1.0
11989,0.0,193,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,2.0,3.0,85.0,10,100.0,27,f,1.0
11992,100.0,348,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,3.0,65.0,90,99.0,49,t,1.0
11995,91.0,341,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,100.0,5,95.0,25,f,1.5
12011,96.0,338,Mitte,f,Hotel room,4,Hotel room,1.0,1.0,52.0,1,83.0,21,t,1.0
12013,93.0,87,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,1.0,36.0,1,97.0,22,t,1.0
12020,100.0,60,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,2.0,74.0,2,99.0,21,t,1.0
12033,0.0,287,Mitte,f,Hotel room,4,Hotel room,1.0,1.0,368.0,1,100.0,20,t,1.5
12039,100.0,59,Neukölln,t,Entire home/apt,3,Entire home/apt,1.0,2.0,74.0,3,98.0,31,t,1.0
12046,100.0,42,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,1.0,74.0,3,100.0,21,t,1.0
12058,100.0,358,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,4.0,140.0,21,0.0,17,f,2.0
12060,100.0,76,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,0.0,59.0,1,80.0,18,f,0.0
12061,100.0,86,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,45.0,1,0.0,14,f,1.5
12063,100.0,229,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,2.0,50.0,1,100.0,32,f,1.0
12064,67.0,80,Charlottenburg-Wilm.,f,Entire home/apt,7,Entire home/apt,3.0,5.0,96.0,3,99.0,54,f,1.0
12065,100.0,363,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,75.0,30,91.0,19,f,1.0
12066,100.0,305,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,2.0,85.0,7,97.0,26,t,1.0
12075,100.0,338,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,36.0,1,94.0,27,t,1.0
12084,83.0,90,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,3.0,32.0,1,81.0,16,t,0.0
12086,100.0,176,Mitte,t,Private room,3,Private room,1.0,1.0,28.0,1,99.0,29,t,0.0
12087,100.0,338,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,3.0,4.0,136.0,3,98.0,21,f,1.5
12092,81.0,90,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,1.0,4.0,69.0,60,0.0,10,t,1.0
12097,0.0,365,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,1.0,49.0,60,0.0,15,f,1.0
12099,100.0,361,Charlottenburg-Wilm.,f,Private room,5,Private room,2.0,5.0,100.0,4,80.0,28,t,0.0
12102,100.0,86,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,3.0,51.0,4,100.0,23,t,0.0
12108,100.0,291,Lichtenberg,f,Entire home/apt,3,Entire home/apt,1.0,3.0,41.0,30,90.0,9,t,1.0
12115,100.0,361,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,2.0,51.0,4,100.0,23,t,0.0
12122,0.0,108,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,60.0,5,100.0,11,t,1.0
12123,100.0,301,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,1.0,4.0,55.0,1,97.0,22,t,1.0
12127,100.0,357,Charlottenburg-Wilm.,f,Hotel room,3,Hotel room,1.0,1.0,180.0,1,0.0,40,t,1.0
12132,100.0,361,Charlottenburg-Wilm.,f,Hotel room,4,Hotel room,1.0,1.0,210.0,1,100.0,46,t,1.0
12133,100.0,361,Charlottenburg-Wilm.,f,Hotel room,4,Hotel room,1.0,1.0,230.0,1,0.0,45,t,1.0
12140,100.0,151,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,107.0,2,100.0,29,f,1.5
12141,0.0,105,Mitte,f,Entire home/apt,6,Entire home/apt,3.0,3.0,156.0,3,100.0,13,f,2.0
12143,100.0,336,Tempelhof - Schöneberg,t,Hotel room,4,Hotel room,1.0,2.0,105.0,2,100.0,23,t,1.0
12144,100.0,90,Tempelhof - Schöneberg,t,Private room,3,Private room,1.0,2.0,35.0,2,93.0,22,f,0.0
12146,100.0,354,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,3.0,50.0,1,97.0,18,f,1.0
12151,100.0,224,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,76.0,2,90.0,21,f,1.0
12157,91.0,343,Treptow - Köpenick,t,Entire home/apt,6,Entire home/apt,2.0,3.0,65.0,2,98.0,22,t,1.0
12160,100.0,348,Spandau,f,Entire home/apt,5,Entire home/apt,2.0,5.0,41.0,30,95.0,20,f,1.0
12164,100.0,30,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,63.57,3,99.0,25,t,1.0
12165,100.0,70,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,2.0,57.0,3,96.0,25,t,1.0
12171,0.0,179,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,45.0,2,0.0,0,t,1.0
12176,0.0,177,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,70.0,150,0.0,10,f,1.0
12178,100.0,37,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,3.0,79.0,5,95.0,21,f,1.0
12180,0.0,178,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,72.0,150,0.0,11,f,1.0
12181,0.0,178,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,75.0,150,0.0,9,f,1.0
12183,100.0,232,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,60.0,2,100.0,10,f,1.0
12189,100.0,307,Friedrichshain-Kreuzberg,t,Entire home/apt,7,Entire home/apt,1.0,7.0,103.0,1,97.0,21,t,2.0
12203,98.0,292,Lichtenberg,f,Entire home/apt,6,Entire home/apt,2.0,5.0,93.0,1,95.0,24,t,1.0
12220,98.0,339,Mitte,t,Hotel room,4,Hotel room,1.0,2.0,66.0,1,96.0,15,t,1.0
12224,100.0,161,Steglitz - Zehlendorf,t,Entire home/apt,4,Entire home/apt,1.0,1.0,79.0,2,99.0,33,f,1.0
12236,99.0,365,Mitte,t,Hotel room,4,Hotel room,1.0,3.0,73.0,1,93.0,17,t,1.0
12240,100.0,364,Tempelhof - Schöneberg,t,Hotel room,4,Hotel room,1.0,3.0,84.0,1,100.0,17,t,1.0
12246,100.0,318,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,3.0,120.0,3,97.0,28,f,1.0
12262,100.0,71,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,3.0,56.0,3,98.0,25,f,1.0
12267,0.0,255,Lichtenberg,f,Hotel room,4,Hotel room,1.0,0.0,93.0,1,0.0,9,t,1.0
12269,90.0,65,Neukölln,t,Entire home/apt,3,Entire home/apt,1.0,2.0,66.0,2,99.0,21,f,1.0
12275,100.0,359,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,3.0,3.0,250.0,1,90.0,22,t,2.0
12276,100.0,362,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,114.0,1,97.0,22,t,1.0
12277,100.0,352,Friedrichshain-Kreuzberg,f,Entire home/apt,8,Entire home/apt,4.0,0.0,350.0,1,91.0,26,t,0.0
12278,100.0,362,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,119.0,1,0.0,22,t,1.0
12281,100.0,362,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,114.0,1,97.0,22,t,1.0
12289,100.0,362,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,119.0,1,93.0,18,t,1.0
12291,100.0,362,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,114.0,1,96.0,22,t,1.0
12294,90.0,159,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,2.0,190.0,2,97.0,30,f,1.0
12299,0.0,178,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,2.0,249.0,2,98.0,28,f,1.5
12319,100.0,72,Pankow,f,Entire home/apt,6,Entire home/apt,2.0,4.0,54.0,3,92.0,30,t,1.0
12321,90.0,329,Friedrichshain-Kreuzberg,t,Private room,3,Private room,1.0,3.0,80.0,1,98.0,21,t,0.0
12322,0.0,365,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,2.0,65.0,15,0.0,12,t,1.0
12323,100.0,53,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,56.0,3,95.0,25,t,1.0
12326,100.0,60,Mitte,f,Entire home/apt,7,Entire home/apt,3.0,3.0,135.0,1,83.0,19,t,1.0
12328,44.0,355,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,0.0,48.0,1,87.0,8,f,1.0
12333,0.0,89,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,107.0,2,90.0,26,f,1.0
12338,100.0,328,Pankow,f,Private room,3,Private room,1.0,2.0,100.0,1,0.0,5,t,1.0
12339,100.0,328,Pankow,f,Private room,4,Private room,1.0,2.0,110.0,1,100.0,5,t,1.0
12341,100.0,355,Pankow,f,Private room,3,Private room,1.0,2.0,75.0,1,0.0,4,t,1.0
12343,100.0,351,Pankow,f,Private room,4,Private room,1.0,2.0,80.0,1,0.0,4,t,0.0
12367,100.0,46,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,125.0,4,95.0,25,t,1.0
12376,100.0,256,Tempelhof - Schöneberg,t,Entire home/apt,5,Entire home/apt,3.0,3.0,83.0,3,97.0,11,t,2.0
12388,100.0,75,Pankow,t,Entire home/apt,5,Entire home/apt,1.0,3.0,51.0,3,97.0,26,t,1.0
12392,100.0,72,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,53.0,3,96.0,25,f,1.0
12400,0.0,73,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,2.0,3.0,130.0,13,100.0,37,f,1.0
12404,25.0,306,Mitte,f,Entire home/apt,6,Entire home/apt,3.0,4.0,203.0,4,93.0,33,f,2.0
12414,95.0,351,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,149.0,2,100.0,37,t,1.0
12416,95.0,349,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,171.0,2,100.0,37,t,1.0
12420,100.0,53,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,110.0,2,93.0,7,f,1.0
12421,100.0,72,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,2.0,54.0,3,97.0,25,t,1.5
12422,0.0,141,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,6.0,65.0,3,90.0,11,f,2.0
12424,100.0,162,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,2.0,4.0,81.0,1,94.0,33,f,1.0
12430,100.0,254,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,944.0,1,0.0,18,t,2.0
12431,100.0,291,Mitte,t,Entire home/apt,6,Entire home/apt,3.0,3.0,844.0,1,100.0,16,t,2.0
12441,100.0,332,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,55.0,3,80.0,5,t,1.0
12465,100.0,354,Tempelhof - Schöneberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,75.0,3,100.0,29,t,1.0
12470,100.0,267,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,2.0,94.29,4,98.0,19,f,1.0
12474,95.0,348,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,185.0,2,100.0,36,t,1.0
12476,95.0,351,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,188.0,2,80.0,36,t,1.0
12478,95.0,278,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,220.0,2,100.0,37,t,1.0
12479,95.0,311,Mitte,t,Entire home/apt,6,Entire home/apt,3.0,3.0,527.0,2,100.0,36,t,2.5
12482,0.0,87,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,111.0,2,60.0,21,f,1.5
12485,100.0,313,Tempelhof - Schöneberg,f,Private room,3,Private room,1.0,2.0,32.0,1,94.0,22,t,0.0
12486,100.0,238,Mitte,f,Entire home/apt,4,Entire home/apt,3.0,4.0,75.0,30,96.0,24,f,1.0
12490,0.0,104,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,3.0,99.0,14,100.0,8,f,1.0
12492,100.0,82,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,52.0,1,95.0,34,f,1.0
12494,100.0,89,Mitte,f,Entire home/apt,3,Entire home/apt,2.0,2.0,324.0,2,100.0,11,f,2.0
12496,82.0,305,Tempelhof - Schöneberg,f,Private room,4,Private room,1.0,2.0,41.0,93,100.0,18,f,0.0
12499,80.0,136,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,1.0,67.0,14,100.0,25,f,1.0
12506,0.0,201,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,100.0,61,100.0,34,t,1.0
12510,0.0,89,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,1.0,115.0,6,90.0,23,f,1.0
12513,100.0,354,Friedrichshain-Kreuzberg,f,Entire home/apt,10,Entire home/apt,4.0,5.0,104.0,3,94.0,35,t,2.0
12516,100.0,354,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,68.0,3,81.0,22,t,1.0
12522,100.0,359,Friedrichshain-Kreuzberg,f,Entire home/apt,12,Entire home/apt,4.0,6.0,111.0,3,87.0,22,t,2.5
12527,71.0,90,Pankow,f,Private room,3,Private room,1.0,2.0,28.0,1,93.0,9,f,0.0
12531,100.0,167,Pankow,t,Entire home/apt,4,Entire home/apt,3.0,4.0,90.0,3,98.0,48,t,1.0
12539,100.0,57,Pankow,f,Entire home/apt,5,Entire home/apt,1.0,2.0,80.0,5,0.0,4,t,1.0
12549,100.0,344,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,140.0,1,0.0,23,f,1.0
12558,100.0,79,Marzahn - Hellersdorf,t,Entire home/apt,5,Entire home/apt,1.0,3.0,60.0,2,99.0,43,t,1.0
12559,100.0,72,Pankow,t,Entire home/apt,5,Entire home/apt,1.0,4.0,155.0,3,0.0,19,f,1.0
12561,100.0,352,Mitte,t,Entire home/apt,6,Entire home/apt,2.0,2.0,89.0,2,97.0,31,f,1.0
12571,100.0,67,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,3.0,59.0,1,84.0,20,f,1.0
12573,100.0,62,Charlottenburg-Wilm.,t,Entire home/apt,3,Entire home/apt,1.0,2.0,104.0,2,96.0,15,f,1.0
12576,100.0,48,Charlottenburg-Wilm.,t,Entire home/apt,5,Entire home/apt,2.0,3.0,156.0,3,98.0,23,f,2.0
12589,60.0,283,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,3.0,80.0,7,88.0,22,t,1.0
12595,100.0,361,Mitte,f,Hotel room,4,Hotel room,1.0,2.0,101.86,1,93.0,35,t,1.0
12596,100.0,365,Mitte,f,Hotel room,6,Hotel room,2.0,3.0,129.0,1,93.0,33,t,1.0
12597,100.0,365,Mitte,f,Hotel room,7,Hotel room,3.0,4.0,205.0,1,98.0,36,t,1.0
12598,100.0,354,Mitte,f,Hotel room,10,Hotel room,2.0,2.0,275.0,1,96.0,36,t,2.0
12600,100.0,361,Mitte,t,Private room,5,Private room,1.0,3.0,60.0,2,96.0,34,t,0.0
12602,100.0,63,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,85.0,2,98.0,31,t,1.0
12605,100.0,279,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,64.0,1,97.0,22,t,1.0
12609,0.0,363,Mitte,f,Entire home/apt,3,Entire home/apt,2.0,3.0,90.0,3,80.0,9,f,1.0
12611,100.0,364,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,2.0,72.0,2,95.0,22,f,1.0
12612,100.0,361,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,74.0,1,87.0,36,f,1.0
12617,67.0,341,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,1.0,0.0,69.0,1,86.0,31,t,1.0
12618,100.0,58,Pankow,f,Entire home/apt,12,Entire home/apt,4.0,6.0,114.0,1,93.0,28,t,2.0
12619,50.0,63,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,2.0,25.0,2,99.0,16,f,0.0
12620,0.0,204,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,79.0,2,100.0,12,f,1.0
12641,100.0,69,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,2.0,80.0,2,95.0,28,t,1.5
12654,98.0,48,Pankow,f,Entire home/apt,6,Entire home/apt,2.0,4.0,196.0,1,92.0,22,t,2.0
12656,100.0,177,Mitte,f,Private room,3,Private room,1.0,2.0,32.0,1,86.0,15,f,0.0
12659,100.0,292,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,120.0,60,100.0,27,t,1.0
12664,100.0,44,Marzahn - Hellersdorf,f,Entire home/apt,3,Entire home/apt,1.0,3.0,66.0,4,99.0,40,f,1.0
12665,99.0,186,Mitte,f,Shared room,6,Shared room,1.0,6.0,17.0,1,94.0,14,t,0.0
12666,99.0,105,Mitte,f,Shared room,6,Shared room,1.0,0.0,47.0,1,96.0,11,f,0.0
12668,99.0,155,Mitte,f,Shared room,4,Shared room,1.0,0.0,19.0,1,95.0,11,t,0.0
12670,100.0,131,Neukölln,f,Entire home/apt,5,Entire home/apt,2.0,2.0,82.0,3,97.0,22,f,1.0
12674,100.0,250,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,80.0,2,100.0,20,f,1.0
12678,100.0,331,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,2.0,194.0,60,0.0,29,f,2.5
12687,0.0,90,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,2.0,70.0,60,0.0,8,t,1.0
12689,100.0,82,Marzahn - Hellersdorf,f,Private room,3,Private room,1.0,1.0,25.0,2,94.0,22,t,0.0
12694,0.0,260,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,110.0,12,100.0,11,t,1.0
12696,100.0,167,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,3.0,92.0,9,100.0,8,f,1.0
12701,100.0,90,Lichtenberg,f,Private room,3,Private room,1.0,1.0,32.0,1,100.0,37,f,0.0
12705,100.0,72,Pankow,t,Entire home/apt,5,Entire home/apt,1.0,2.0,54.0,3,95.0,23,t,1.0
12708,99.0,105,Mitte,f,Shared room,6,Shared room,1.0,0.0,37.0,1,85.0,12,f,0.0
12709,99.0,96,Mitte,f,Private room,4,Private room,1.0,0.0,51.0,1,94.0,14,f,0.0
12718,100.0,61,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,140.0,4,100.0,14,f,0.0
12735,99.0,365,Friedrichshain-Kreuzberg,f,Shared room,5,Shared room,1.0,0.0,694.0,1,93.0,12,f,0.0
12750,0.0,83,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,1.0,60.0,2,96.0,25,f,0.0
12751,100.0,82,Steglitz - Zehlendorf,f,Entire home/apt,5,Entire home/apt,2.0,2.0,80.0,30,100.0,27,t,1.0
12761,100.0,37,Charlottenburg-Wilm.,t,Entire home/apt,5,Entire home/apt,2.0,3.0,70.0,2,95.0,28,t,1.0
12766,98.0,127,Reinickendorf,f,Entire home/apt,4,Entire home/apt,1.0,2.0,113.0,1,96.0,19,t,1.0
12777,89.0,50,Mitte,f,Entire home/apt,7,Entire home/apt,2.0,6.0,204.0,1,92.0,27,f,1.5
12782,100.0,159,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,1.0,119.0,3,98.0,31,t,1.0
12786,0.0,196,Tempelhof - Schöneberg,f,Entire home/apt,5,Entire home/apt,2.0,4.0,150.0,2,100.0,15,f,1.0
12788,100.0,345,Pankow,t,Entire home/apt,6,Entire home/apt,2.0,4.0,72.0,1,94.0,30,t,1.0
12801,100.0,280,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,3.0,74.0,3,97.0,23,f,1.0
12803,100.0,355,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,3.0,84.19,1,98.0,34,t,1.0
12807,100.0,101,Friedrichshain-Kreuzberg,t,Entire home/apt,10,Entire home/apt,3.0,9.0,250.0,1,98.0,48,t,2.5
12808,100.0,65,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,4.0,45.0,1,87.0,24,f,1.0
12811,0.0,172,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,65.0,2,97.0,26,f,1.0
12815,0.0,358,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,300.0,180,0.0,12,f,1.0
12818,100.0,365,Pankow,t,Entire home/apt,6,Entire home/apt,2.0,4.0,135.0,2,95.0,25,t,2.0
12831,100.0,108,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,80.0,4,100.0,20,f,1.0
12835,100.0,83,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,2.0,60.0,5,100.0,15,f,1.0
12842,100.0,76,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,130.0,3,100.0,15,f,1.0
12843,100.0,364,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,2.0,50.0,1,95.0,32,f,0.0
12847,99.0,300,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,37.0,1,96.0,27,t,1.0
12850,90.0,364,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,124.0,2,91.0,31,f,1.0
12853,100.0,358,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,3.0,27.0,2,87.0,15,f,1.0
12855,100.0,365,Charlottenburg-Wilm.,f,Private room,3,Private room,2.0,1.0,75.0,1,91.0,27,t,0.0
12859,82.0,70,Tempelhof - Schöneberg,t,Private room,3,Private room,1.0,2.0,30.57,2,96.0,18,f,0.0
12863,100.0,54,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,2.0,56.0,3,98.0,25,f,1.0
12865,40.0,36,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,60.0,15,97.0,27,f,1.0
12871,100.0,69,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,3.0,60.0,5,95.0,13,f,1.0
12875,0.0,88,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,150.0,3,93.0,10,f,1.0
12876,100.0,180,Lichtenberg,f,Private room,3,Private room,1.0,1.0,37.0,1,83.0,28,t,0.0
12880,0.0,365,Mitte,f,Private room,4,Private room,1.0,4.0,100.0,4,20.0,13,t,0.0
12889,100.0,128,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,3.0,95.0,2,98.0,22,t,1.0
12890,100.0,88,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,63.0,3,93.0,8,t,1.0
12891,100.0,177,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,56.0,2,93.0,11,t,1.0
12894,99.0,104,Mitte,f,Shared room,6,Shared room,1.0,0.0,39.0,1,94.0,13,f,0.0
12895,99.0,107,Mitte,f,Shared room,6,Shared room,1.0,0.0,39.0,1,95.0,13,f,0.0
12899,96.0,73,Mitte,f,Private room,4,Private room,1.0,2.0,23.0,1,82.0,13,t,0.0
12906,100.0,269,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,3.0,96.0,11,96.0,50,f,1.0
12909,100.0,114,Marzahn - Hellersdorf,f,Entire home/apt,4,Entire home/apt,2.0,2.0,65.0,2,96.0,29,f,1.0
12912,99.0,365,Mitte,f,Shared room,3,Shared room,1.0,0.0,51.0,1,100.0,13,f,0.0
12920,100.0,300,Pankow,t,Entire home/apt,6,Entire home/apt,1.0,4.0,74.0,1,98.0,21,f,1.0
12937,90.0,331,Friedrichshain-Kreuzberg,t,Private room,4,Private room,1.0,4.0,88.0,1,96.0,20,t,0.0
12944,0.0,103,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,106.0,4,100.0,9,t,1.0
12953,100.0,353,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,80.0,60,80.0,15,t,1.0
12984,90.0,365,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,3.0,139.0,2,91.0,31,f,1.0
12985,90.0,365,Mitte,t,Entire home/apt,5,Entire home/apt,1.0,3.0,165.0,2,97.0,32,f,1.0
12986,90.0,365,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,144.0,2,96.0,32,f,1.0
12996,100.0,57,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,2.0,101.0,20,100.0,12,t,1.0
13014,60.0,89,Mitte,f,Private room,3,Private room,1.0,1.0,45.0,2,90.0,6,f,0.0
13019,0.0,353,Mitte,f,Private room,4,Private room,1.0,2.0,20.0,1,90.0,8,f,0.0
13023,0.0,262,Tempelhof - Schöneberg,t,Hotel room,4,Hotel room,1.0,4.0,162.0,1,98.0,15,t,0.0
13025,0.0,245,Tempelhof - Schöneberg,t,Hotel room,3,Hotel room,1.0,3.0,158.0,1,100.0,16,t,1.0
