,host_response_rate,availability_365,neighbourhood_group,host_is_superhost,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,amenities,instant_bookable,bathrooms
18363,100.0,363,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,108.0,2,100.0,29,f,1.5
18366,95.0,364,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,119.0,7,100.0,35,t,1.0
18369,95.0,354,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,170.0,4,0.0,37,t,1.0
18371,95.0,364,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,148.0,7,0.0,37,t,1.0
18372,95.0,364,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,130.0,15,0.0,37,t,1.0
18376,0.0,59,Pankow,f,Private room,3,Private room,1.0,3.0,80.0,1,0.0,11,t,0.0
18391,100.0,51,Pankow,t,Entire home/apt,3,Entire home/apt,1.0,2.0,161.0,2,0.0,13,t,1.0
18423,95.0,344,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,3.0,261.0,4,100.0,38,t,2.0
18427,100.0,77,Pankow,f,Private room,3,Private room,1.0,2.0,40.0,2,100.0,5,f,0.0
18438,64.0,354,Mitte,f,Entire home/apt,6,Entire home/apt,1.0,3.0,110.0,1,88.0,9,t,1.0
18445,33.0,89,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,50.0,1,0.0,28,t,1.0
18449,0.0,30,Treptow - Köpenick,f,Entire home/apt,6,Entire home/apt,1.0,3.0,100.0,1,0.0,13,f,1.0
18454,100.0,314,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,0.0,228.0,1,0.0,24,t,0.0
18455,100.0,271,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,0.0,242.0,1,0.0,24,t,0.0
18456,100.0,315,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,0.0,120.0,1,0.0,24,t,1.0
18457,100.0,318,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,0.0,119.0,1,0.0,24,t,1.0
18459,100.0,314,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,0.0,100.0,1,0.0,24,t,1.0
18466,50.0,319,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,124.0,4,0.0,37,t,1.0
18467,50.0,319,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,108.0,7,0.0,37,t,1.0
18468,50.0,321,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,92.0,15,0.0,37,t,1.0
18470,50.0,319,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,150.0,4,0.0,37,t,2.0
18471,0.0,40,Pankow,f,Entire home/apt,5,Entire home/apt,2.0,4.0,200.0,3,0.0,27,f,2.0
18474,0.0,179,Reinickendorf,f,Entire home/apt,4,Entire home/apt,1.0,1.0,85.0,1,0.0,11,f,1.0
18482,100.0,166,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,4.0,140.0,5,0.0,9,t,1.0
18485,100.0,290,Steglitz - Zehlendorf,f,Entire home/apt,4,Entire home/apt,1.0,2.0,88.0,3,0.0,34,f,1.0
18489,100.0,260,Tempelhof - Schöneberg,f,Private room,4,Private room,3.0,2.0,136.0,4,90.0,24,f,0.0
18494,100.0,97,Treptow - Köpenick,f,Private room,3,Private room,1.0,3.0,30.0,1,0.0,13,f,0.0
18496,50.0,319,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,131.0,7,0.0,37,t,2.0
18497,50.0,321,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,112.0,15,0.0,37,t,2.0
18498,50.0,322,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,168.0,4,0.0,37,t,2.0
18499,50.0,321,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,126.0,15,0.0,37,t,2.0
18501,50.0,319,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,147.0,7,0.0,37,t,2.0
18502,50.0,322,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,202.0,1,0.0,35,t,2.0
18503,50.0,319,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,177.0,7,0.0,37,t,2.0
18504,50.0,322,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,153.0,15,0.0,37,t,2.0
18505,50.0,319,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,174.0,4,0.0,37,t,2.0
18512,100.0,364,Treptow - Köpenick,f,Entire home/apt,3,Entire home/apt,1.0,0.0,100.0,2,0.0,13,f,1.0
18518,0.0,365,Mitte,f,Private room,3,Private room,1.0,3.0,999.0,1,0.0,15,t,0.0
18519,0.0,365,Mitte,f,Private room,4,Private room,1.0,4.0,999.0,1,0.0,15,t,0.0
18520,0.0,365,Mitte,f,Private room,6,Private room,2.0,6.0,999.0,1,0.0,15,t,0.0
18525,100.0,362,Mitte,f,Private room,8,Private room,1.0,8.0,92.0,1,93.0,13,t,0.0
18526,100.0,348,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,80.0,30,0.0,20,f,1.0
18529,50.0,365,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,2.0,100.0,2,0.0,10,t,1.0
18530,0.0,65,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,5.0,120.0,4,100.0,24,f,1.0
18531,50.0,319,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,152.0,7,0.0,37,t,2.0
18532,50.0,319,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,131.0,15,0.0,37,t,2.0
18534,50.0,322,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,193.0,7,0.0,38,t,2.0
18535,50.0,322,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,167.0,15,0.0,37,t,2.0
18536,50.0,319,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,2.0,235.0,4,0.0,38,t,2.0
18540,100.0,96,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,105.0,1,0.0,17,t,1.0
18543,0.0,89,Tempelhof - Schöneberg,f,Entire home/apt,6,Entire home/apt,2.0,5.0,79.0,5,0.0,10,f,1.0
18550,100.0,180,Pankow,f,Entire home/apt,6,Entire home/apt,1.0,6.0,61.0,2,86.0,30,t,1.0
18556,100.0,360,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,69.0,1,83.0,19,t,1.0
18562,100.0,113,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,55.0,2,100.0,9,t,1.0
18564,100.0,138,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,3.0,92.0,2,0.0,25,f,1.0
18565,93.0,68,Neukölln,f,Shared room,6,Shared room,1.0,6.0,22.0,1,94.0,12,t,0.0
18567,0.0,90,Tempelhof - Schöneberg,f,Private room,4,Private room,1.0,0.0,50.0,2,0.0,13,t,0.0
18572,94.0,70,Mitte,f,Entire home/apt,7,Entire home/apt,4.0,4.0,113.0,3,80.0,22,t,1.0
18578,100.0,248,Friedrichshain-Kreuzberg,f,Entire home/apt,7,Entire home/apt,2.0,7.0,95.0,2,81.0,27,t,1.5
18582,100.0,354,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,1.0,59.0,60,0.0,8,t,1.0
18584,100.0,362,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,2.0,65.0,1,100.0,9,f,1.0
18585,0.0,90,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,180.0,6,0.0,30,t,1.0
18586,0.0,61,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,60.0,1,73.0,23,f,1.0
18590,50.0,364,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,233.0,7,0.0,38,t,2.0
18600,70.0,104,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,2.0,4.0,50.0,30,100.0,12,f,1.0
18603,95.0,359,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,3.0,237.0,7,0.0,38,t,2.0
18605,95.0,279,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,191.0,4,0.0,37,t,1.0
18606,95.0,292,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,174.0,7,0.0,37,t,1.0
18607,95.0,291,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,153.0,15,0.0,37,t,1.0
18609,95.0,318,Mitte,t,Entire home/apt,6,Entire home/apt,3.0,3.0,424.0,7,0.0,36,t,2.5
18610,95.0,318,Mitte,t,Entire home/apt,6,Entire home/apt,3.0,3.0,372.0,15,0.0,36,t,2.5
18613,67.0,86,Mitte,t,Private room,4,Private room,1.0,4.0,35.0,2,100.0,32,f,0.0
18614,75.0,331,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,0.0,50.0,60,100.0,11,f,1.0
18616,60.0,330,Treptow - Köpenick,f,Private room,3,Private room,1.0,2.0,99.0,1,0.0,12,t,0.0
18619,100.0,163,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,4.0,42.0,1,88.0,25,f,1.0
18623,59.0,363,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,85.0,30,0.0,15,f,1.0
18632,70.0,72,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,1.0,46.0,2,96.0,18,f,1.0
18633,100.0,90,Pankow,t,Entire home/apt,4,Entire home/apt,3.0,4.0,69.0,14,90.0,29,f,1.0
18635,6.0,356,Mitte,f,Shared room,6,Shared room,1.0,4.0,15.0,21,100.0,7,f,0.0
18639,99.0,141,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,4.0,35.0,7,90.0,16,f,1.0
18646,99.0,140,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,4.0,45.0,7,0.0,13,f,1.0
18647,99.0,48,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,4.0,35.0,7,100.0,14,f,1.0
18648,99.0,364,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,4.0,60.0,7,0.0,11,f,1.0
18649,99.0,79,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,4.0,25.0,7,100.0,12,f,1.0
18657,95.0,43,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,69.0,3,97.0,17,t,1.0
18663,100.0,358,Treptow - Köpenick,f,Private room,4,Private room,1.0,0.0,161.0,1,0.0,18,t,0.0
18671,95.0,90,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,89.0,3,0.0,14,t,1.0
18673,95.0,83,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,60.0,3,100.0,15,t,1.0
18674,95.0,43,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,114.0,3,93.0,15,t,1.0
18676,100.0,31,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,1.0,59.0,60,100.0,11,f,1.0
18684,100.0,55,Neukölln,t,Entire home/apt,5,Entire home/apt,2.0,2.0,50.0,2,97.0,18,t,1.0
18685,100.0,350,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,131.93,2,100.0,37,t,1.0
18686,0.0,179,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,1.0,80.0,14,0.0,8,f,1.0
18690,0.0,364,Pankow,f,Entire home/apt,3,Entire home/apt,2.0,2.0,99.0,70,0.0,6,f,1.0
18697,30.0,264,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,95.0,62,0.0,12,f,1.0
18700,100.0,248,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,100.0,4,0.0,12,f,1.0
18702,50.0,322,Steglitz - Zehlendorf,f,Entire home/apt,3,Entire home/apt,1.0,2.0,45.0,150,0.0,34,t,1.0
18704,100.0,359,Mitte,t,Entire home/apt,6,Entire home/apt,2.0,3.0,142.0,3,100.0,30,t,2.0
18705,100.0,92,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,3.0,113.0,2,100.0,35,t,1.0
18706,0.0,358,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,66.0,2,98.0,26,t,1.0
18725,80.0,31,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,70.0,3,96.0,8,f,1.0
18727,100.0,94,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,90.0,6,100.0,23,f,1.0
18732,100.0,266,Treptow - Köpenick,f,Entire home/apt,5,Entire home/apt,1.0,3.0,139.0,3,100.0,22,t,1.0
18739,71.0,258,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,2.0,42.0,1,100.0,11,t,1.0
18740,100.0,161,Pankow,f,Entire home/apt,3,Entire home/apt,2.0,2.0,70.0,7,0.0,12,t,1.0
18741,6.0,337,Mitte,f,Shared room,4,Shared room,1.0,4.0,15.0,20,0.0,11,f,0.0
18744,100.0,174,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,92.0,1,95.0,25,f,1.0
18748,100.0,87,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,155.0,3,0.0,9,f,1.0
18758,100.0,238,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,3.0,3.0,194.0,1,97.0,26,t,0.0
18759,30.0,297,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,65.0,62,0.0,10,f,1.0
18760,0.0,180,Steglitz - Zehlendorf,f,Entire home/apt,3,Entire home/apt,1.0,2.0,50.0,90,0.0,15,t,1.0
18763,100.0,34,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,2.0,2.0,70.0,14,100.0,32,f,1.0
18766,100.0,38,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,150.0,3,0.0,29,t,1.0
18768,100.0,365,Lichtenberg,f,Private room,4,Private room,1.0,2.0,88.0,1,100.0,16,f,0.0
18770,0.0,173,Spandau,f,Entire home/apt,4,Entire home/apt,1.0,2.0,98.0,14,0.0,5,t,2.5
18776,100.0,353,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,3.0,138.0,3,98.0,31,t,2.0
18780,100.0,365,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,87.0,30,0.0,10,t,1.0
18781,60.0,344,Neukölln,f,Private room,4,Private room,1.0,4.0,80.0,1,0.0,13,t,0.0
18784,50.0,247,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,55.0,1,80.0,12,f,1.0
18789,100.0,171,Reinickendorf,f,Private room,3,Private room,1.0,3.0,62.0,1,95.0,15,t,0.0
18793,50.0,61,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,45.0,2,70.0,9,f,1.0
18800,50.0,62,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,2.0,4.0,42.0,15,0.0,11,t,1.0
18804,100.0,100,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,85.0,1,95.0,28,t,1.0
18805,100.0,359,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,99.0,2,100.0,36,t,1.0
18812,60.0,343,Neukölln,f,Private room,8,Private room,1.0,8.0,80.0,1,0.0,10,t,2.0
18815,80.0,89,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,107.0,3,90.0,16,t,2.0
18820,100.0,313,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,66.0,30,0.0,12,f,1.0
18825,100.0,89,Lichtenberg,f,Private room,5,Private room,2.0,2.0,45.0,1,0.0,12,f,0.0
18826,100.0,154,Marzahn - Hellersdorf,f,Entire home/apt,4,Entire home/apt,2.0,4.0,75.0,2,90.0,8,f,1.0
18832,100.0,301,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,3.0,72.0,1,0.0,17,t,0.0
18835,100.0,174,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,89.0,2,97.0,35,t,1.0
18837,100.0,336,Pankow,f,Entire home/apt,7,Entire home/apt,2.0,3.0,78.86,1,93.0,16,t,1.0
18861,100.0,361,Reinickendorf,f,Private room,3,Private room,1.0,3.0,62.0,1,0.0,11,t,0.0
18867,100.0,89,Mitte,f,Entire home/apt,5,Entire home/apt,1.0,2.0,86.0,3,100.0,13,f,1.0
18874,0.0,88,Steglitz - Zehlendorf,f,Entire home/apt,6,Entire home/apt,3.0,3.0,125.0,90,100.0,11,f,1.5
18883,0.0,201,Treptow - Köpenick,f,Entire home/apt,6,Entire home/apt,3.0,6.0,90.0,3,90.0,15,t,1.5
18885,92.0,76,Mitte,t,Entire home/apt,6,Entire home/apt,1.0,3.0,42.0,4,97.0,24,t,1.0
18897,100.0,68,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,2.0,65.0,90,0.0,12,t,1.0
18900,100.0,159,Pankow,f,Entire home/apt,5,Entire home/apt,2.0,2.0,64.0,1,100.0,29,f,1.0
18901,0.0,288,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,250.0,2,0.0,32,f,1.5
18902,100.0,138,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,90.0,3,0.0,25,f,1.5
18904,0.0,292,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,80.0,3,0.0,6,t,1.0
18912,80.0,364,Treptow - Köpenick,f,Shared room,12,Shared room,1.0,11.0,15.0,1,70.0,9,f,0.0
18920,100.0,360,Mitte,f,Entire home/apt,4,Entire home/apt,3.0,4.0,76.0,60,0.0,11,f,1.0
18923,54.0,360,Neukölln,f,Entire home/apt,6,Entire home/apt,2.0,3.0,50.0,3,70.0,12,f,1.0
18924,100.0,355,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,1.0,43.0,30,0.0,12,t,1.0
18926,100.0,353,Pankow,t,Entire home/apt,6,Entire home/apt,1.0,2.0,120.0,1,97.0,21,f,1.0
18929,100.0,43,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,70.0,9,100.0,18,f,1.0
18930,90.0,355,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,2.0,4.0,160.0,1,0.0,22,t,2.0
18934,80.0,89,Spandau,f,Entire home/apt,4,Entire home/apt,1.0,4.0,350.0,1,0.0,4,f,1.0
18941,90.0,75,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,1.0,79.0,1,95.0,20,t,1.0
18943,100.0,271,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,0.0,50.0,1,0.0,8,t,0.0
18944,90.0,59,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,1.0,85.0,2,95.0,20,t,1.0
18947,88.0,350,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,60.0,60,0.0,10,t,1.0
18949,88.0,353,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,65.0,60,0.0,10,t,1.0
18950,88.0,287,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,75.0,60,0.0,10,t,1.0
18951,88.0,365,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,80.0,60,0.0,10,t,1.0
18952,88.0,293,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,60.0,60,0.0,9,t,1.0
18953,100.0,260,Mitte,f,Private room,4,Private room,1.0,2.0,75.0,7,100.0,9,t,0.0
18954,95.0,147,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,69.0,3,94.0,15,t,1.0
18958,0.0,83,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,4.0,120.0,3,0.0,12,f,2.0
18959,50.0,365,Charlottenburg-Wilm.,f,Private room,6,Private room,3.0,3.0,250.0,3,0.0,12,t,1.5
18960,100.0,259,Mitte,f,Private room,6,Private room,2.0,3.0,109.0,7,100.0,11,t,0.0
18972,100.0,256,Neukölln,f,Entire home/apt,5,Entire home/apt,2.0,3.0,56.71,2,94.0,10,f,1.0
18976,100.0,36,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,59.57,1,94.0,27,f,1.0
18978,100.0,152,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,39.0,1,87.0,22,t,1.0
18983,100.0,320,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,69.0,3,0.0,12,f,1.5
18988,100.0,47,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,2.0,67.0,3,97.0,31,t,1.0
18990,100.0,129,Mitte,f,Entire home/apt,6,Entire home/apt,3.0,4.0,180.0,5,100.0,12,f,1.0
18996,75.0,363,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,80.0,1,100.0,9,t,1.0
18997,75.0,364,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,112.0,1,0.0,9,t,1.0
19002,100.0,51,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,2.0,2.0,53.0,3,94.0,12,f,1.0
19004,80.0,59,Mitte,f,Private room,4,Private room,1.0,0.0,119.0,1,80.0,12,t,0.0
19006,90.0,78,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,63.0,2,100.0,19,f,1.0
19009,90.0,84,Mitte,t,Private room,4,Private room,2.0,3.0,85.0,1,95.0,22,f,0.0
19011,0.0,167,Pankow,f,Entire home/apt,6,Entire home/apt,1.0,3.0,65.71,3,90.0,34,t,1.0
19013,100.0,38,Neukölln,f,Entire home/apt,3,Entire home/apt,2.0,2.0,89.0,5,100.0,22,f,1.0
19016,0.0,54,Mitte,f,Entire home/apt,6,Entire home/apt,1.0,3.0,79.0,6,20.0,15,f,2.0
19019,100.0,123,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,2.0,99.0,2,97.0,13,f,1.0
19026,100.0,162,Mitte,f,Entire home/apt,5,Entire home/apt,1.0,2.0,52.0,1,84.0,21,t,1.0
19027,88.0,299,Pankow,f,Entire home/apt,6,Entire home/apt,2.0,4.0,85.0,60,0.0,9,t,1.0
19030,70.0,90,Spandau,f,Entire home/apt,6,Entire home/apt,2.0,5.0,63.0,2,80.0,8,t,1.0
19035,0.0,89,Friedrichshain-Kreuzberg,f,Private room,5,Private room,3.0,0.0,90.0,3,0.0,20,f,0.0
19040,75.0,362,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,2.0,150.0,3,0.0,17,f,1.0
19049,50.0,88,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,92.0,5,0.0,10,f,1.0
19050,100.0,78,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,85.0,3,80.0,18,f,1.0
19058,0.0,323,Friedrichshain-Kreuzberg,f,Private room,6,Private room,2.0,5.0,700.0,1,0.0,33,t,2.0
19061,80.0,169,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,3.0,235.0,1,100.0,22,t,1.0
19065,0.0,179,Mitte,f,Entire home/apt,3,Entire home/apt,2.0,2.0,65.0,178,0.0,14,f,1.0
19068,86.0,322,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,2.0,2.0,110.0,2,90.0,18,f,2.0
19074,100.0,78,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,89.0,4,100.0,17,f,1.0
19075,100.0,356,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,60.0,1,95.0,22,t,1.0
19077,100.0,326,Pankow,f,Entire home/apt,5,Entire home/apt,1.0,4.0,79.0,1,93.0,21,t,1.0
19079,80.0,354,Reinickendorf,t,Entire home/apt,4,Entire home/apt,1.0,2.0,65.0,2,80.0,16,t,1.0
19080,100.0,300,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,3.0,78.0,1,0.0,17,t,0.0
19086,100.0,141,Charlottenburg-Wilm.,t,Entire home/apt,5,Entire home/apt,2.0,3.0,88.0,1,98.0,8,t,1.0
19089,100.0,233,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,2.0,81.0,1,100.0,9,t,1.0
19094,100.0,307,Spandau,t,Entire home/apt,5,Entire home/apt,2.0,3.0,138.0,1,100.0,31,t,1.0
19100,100.0,276,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,2.0,88.0,1,99.0,8,t,1.0
19101,50.0,308,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,1.0,65.0,3,90.0,12,t,1.0
19102,0.0,179,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,89.0,1,0.0,7,f,1.0
19104,100.0,90,Charlottenburg-Wilm.,f,Entire home/apt,5,Entire home/apt,1.0,3.0,55.0,3,90.0,12,f,1.0
19110,50.0,34,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,39.0,15,0.0,11,t,1.5
19114,0.0,365,Steglitz - Zehlendorf,f,Entire home/apt,4,Entire home/apt,2.0,3.0,150.0,3,0.0,11,t,1.0
19115,100.0,319,Spandau,f,Entire home/apt,3,Entire home/apt,2.0,1.0,47.0,2,100.0,15,t,1.0
19116,100.0,359,Mitte,f,Entire home/apt,16,Entire home/apt,7.0,17.0,300.0,2,100.0,15,t,1.5
19119,100.0,127,Pankow,f,Private room,4,Private room,1.0,1.0,49.0,1,0.0,11,f,0.0
19155,100.0,36,Charlottenburg-Wilm.,t,Entire home/apt,6,Entire home/apt,3.0,3.0,53.0,2,96.0,23,t,1.0
19163,100.0,67,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,144.0,3,98.0,11,t,1.0
19165,0.0,138,Charlottenburg-Wilm.,f,Entire home/apt,5,Entire home/apt,1.0,2.0,50.0,2,90.0,11,t,1.0
19170,90.0,335,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,69.0,1,88.0,11,f,1.0
19173,100.0,365,Steglitz - Zehlendorf,f,Entire home/apt,3,Entire home/apt,2.0,3.0,80.0,3,0.0,3,f,1.0
19175,100.0,228,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,3.0,100.0,90,0.0,12,f,1.0
19177,90.0,58,Tempelhof - Schöneberg,f,Private room,3,Private room,1.0,0.0,20.0,2,100.0,6,f,0.0
19183,100.0,365,Mitte,t,Entire home/apt,7,Entire home/apt,3.0,3.0,300.0,1,100.0,28,f,2.0
19185,100.0,267,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,92.0,1,98.0,24,f,1.0
19186,100.0,110,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,3.0,42.0,3,0.0,21,f,1.0
19190,90.0,258,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,2.0,167.0,3,0.0,3,t,1.0
19208,100.0,76,Treptow - Köpenick,f,Entire home/apt,3,Entire home/apt,1.0,1.0,48.0,21,93.0,31,f,1.0
19214,100.0,365,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,2.0,94.0,60,0.0,28,t,2.0
19217,100.0,338,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,2.0,50.0,1,100.0,22,t,1.0
19218,100.0,365,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,1.0,60.0,60,0.0,9,t,1.0
19219,100.0,364,Tempelhof - Schöneberg,f,Private room,4,Private room,1.0,2.0,36.0,1,88.0,41,t,0.0
19224,100.0,331,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,78.0,2,100.0,14,f,1.0
