neighbourhood,neighbourhood_group,accommodates,room_type,bathrooms,bedrooms,beds,price,review_scores_rating,availability_365,instant_bookable
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,10,Entire home/apt,2.5,3,9,250,98,101,t
Helmholtzplatz,Pankow,4,Entire home/apt,1,2,4,45,87,65,f
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,2,65,97,172,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,4,300,0,358,f
Helmholtzplatz,Pankow,6,Entire home/apt,2,2,4,135,95,365,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,1,80,100,108,f
Rixdorf,Neukölln,4,Entire home/apt,1,1,2,60,100,83,f
Rixdorf,Neukölln,4,Entire home/apt,1,2,2,130,100,76,f
Kantstraße,Charlottenburg-Wilm.,3,Private room,0,1,2,50,95,364,f
Weißensee,Pankow,4,Entire home/apt,1,1,2,37,96,300,t
Alexanderplatz,Mitte,3,Entire home/apt,1,1,2,124,91,364,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,3,27,87,358,f
Düsseldorfer Straße,Charlottenburg-Wilm.,3,Private room,0,2,1,75,91,365,t
Schöneberg-Süd,Tempelhof - Schöneberg,3,Private room,0,1,2,30.57,96,70,f
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,2,56,98,54,f
Schillerpromenade,Neukölln,4,Entire home/apt,1,2,2,60,97,36,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,3,60,95,69,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,150,93,88,f
Karlshorst,Lichtenberg,3,Private room,0,1,1,37,83,180,t
Tiergarten Süd,Mitte,4,Private room,0,1,4,100,20,365,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,3,95,98,128,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,63,93,88,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,56,93,177,t
Alexanderplatz,Mitte,6,Shared room,0,1,0,39,94,104,f
Alexanderplatz,Mitte,6,Shared room,0,1,0,39,95,107,f
Moabit West,Mitte,4,Private room,0,1,2,23,82,73,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,1,2,3,96,96,269,f
Mahlsdorf,Marzahn - Hellersdorf,4,Entire home/apt,1,2,2,65,96,114,f
Alexanderplatz,Mitte,3,Shared room,0,1,0,51,100,365,f
Prenzlauer Berg Süd,Pankow,6,Entire home/apt,1,1,4,74,98,300,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Private room,0,1,4,88,96,331,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,106,100,103,t
Regierungsviertel,Mitte,4,Entire home/apt,1,2,3,80,80,353,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,3,139,91,365,f
Alexanderplatz,Mitte,5,Entire home/apt,1,1,3,165,97,365,f
Alexanderplatz,Mitte,3,Entire home/apt,1,1,2,144,96,365,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,2,101,100,57,t
Moabit West,Mitte,3,Private room,0,1,1,45,90,89,f
Parkviertel,Mitte,4,Private room,0,1,2,20,90,353,f
Schöneberg-Nord,Tempelhof - Schöneberg,4,Hotel room,0,1,4,162,98,262,t
Schöneberg-Nord,Tempelhof - Schöneberg,3,Hotel room,1,1,3,158,100,245,t
Schöneberg-Nord,Tempelhof - Schöneberg,4,Hotel room,1,1,4,188,100,254,t
Prenzlauer Berg Südwest,Pankow,5,Entire home/apt,2,2,2,100,97,71,f
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,2,153,100,88,f
Zehlendorf  Südwest,Steglitz - Zehlendorf,6,Hotel room,4,4,1,40,92,114,t
Prenzlauer Berg Nord,Pankow,4,Entire home/apt,1,1,2,42,96,353,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,3,190,100,44,t
Rixdorf,Neukölln,4,Entire home/apt,1,1,2,75,94,41,f
Moabit West,Mitte,5,Entire home/apt,1,2,5,70,90,155,f
Schillerpromenade,Neukölln,3,Entire home/apt,1,1,1,50,91,31,f
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,2,1,149,93,179,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Shared room,0,1,4,18,87,361,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,3,Shared room,0,1,3,18,88,360,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,6,Shared room,0,1,6,14,90,357,t
Rixdorf,Neukölln,4,Private room,0,1,5,59,90,365,t
Schillerpromenade,Neukölln,3,Private room,0,1,2,100,0,365,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,2,2,2,126.65,100,48,t
Westend,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,89,96,89,f
Prenzlauer Berg Südwest,Pankow,5,Entire home/apt,1,2,2,99,88,240,t
Alt-Lichtenberg,Lichtenberg,5,Entire home/apt,1,2,2,80,92,289,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,3,Private room,0,1,2,45,97,120,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,45,100,308,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Private room,1.5,1,0,60,85,106,f
Müggelheim,Treptow - Köpenick,5,Entire home/apt,1,2,4,94,96,166,t
Alexanderplatz,Mitte,7,Entire home/apt,1,3,3,72,94,172,t
Schillerpromenade,Neukölln,3,Entire home/apt,1,1,2,68,93,331,f
Weißensee,Pankow,4,Entire home/apt,1,1,2,69,97,104,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Private room,0,1,3,45,97,228,t
Helmholtzplatz,Pankow,7,Entire home/apt,1,3,5,120,100,36,f
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1.5,2,4,97,96,257,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,9,Entire home/apt,2,3,5,268,98,362,f
Friedrichsfelde Nord,Lichtenberg,3,Private room,0,1,1,30,98,103,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1.5,1,2,160,100,336,f
Tiergarten Süd,Mitte,4,Entire home/apt,1,2,3,129,92,179,f
Neuköllner Mitte/Zentrum,Neukölln,3,Entire home/apt,1,1,1,76,100,74,t
Weißensee,Pankow,4,Entire home/apt,1,1,2,35,93,287,t
Prenzlauer Berg Nordwest,Pankow,6,Entire home/apt,1,3,6,80.57,89,81,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,70,100,108,f
Reuterstraße,Neukölln,10,Entire home/apt,0,3,5,170,100,61,t
Prenzlauer Berg Nordwest,Pankow,5,Entire home/apt,1,2,3,91,96,115,f
Wilhelmstadt,Spandau,5,Entire home/apt,1,2,5,40,88,284,f
Prenzlauer Berg Süd,Pankow,8,Entire home/apt,1,1,4,88,99,173,t
Neuköllner Mitte/Zentrum,Neukölln,3,Entire home/apt,1,1,1,74,80,73,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,12,Entire home/apt,2,2,8,296,100,159,t
Moabit West,Mitte,4,Entire home/apt,1,2,3,95,100,49,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,55,90,323,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,14,Entire home/apt,2,2,8,289,99,244,t
Alt-Hohenschönhausen Süd,Lichtenberg,5,Entire home/apt,1,2,2,89,96,289,t
Schöneberg-Nord,Tempelhof - Schöneberg,4,Private room,0,1,2,36,90,78,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,5,Entire home/apt,1,1,1,163,95,56,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,4,104,96,358,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,4,113,96,365,t
Biesdorf,Marzahn - Hellersdorf,7,Entire home/apt,2,4,7,133,97,84,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,2,2,2,180,97,60,f
Helmholtzplatz,Pankow,4,Entire home/apt,1,2,3,72,100,81,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,16,Entire home/apt,4,3,14,525,100,258,t
Wedding Zentrum,Mitte,3,Private room,0,1,1,60,87,89,f
Moabit West,Mitte,8,Entire home/apt,0,4,8,250,98,354,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,78,99,358,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,8,Entire home/apt,1,2,4,125,100,146,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,7,Entire home/apt,1.5,2,7,124,0,289,t
Alexanderplatz,Mitte,10,Entire home/apt,1.5,3,4,325,97,359,t
Niederschöneweide,Treptow - Köpenick,4,Entire home/apt,1,2,2,230,100,83,f
Osloer Straße,Mitte,6,Shared room,0,1,6,12,71,365,f
Osloer Straße,Mitte,6,Shared room,0,1,6,12,77,365,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Shared room,0,1,4,15,85,365,t
Karow,Pankow,7,Entire home/apt,2,3,4,120,99,348,t
Moabit West,Mitte,4,Entire home/apt,0,1,1,60,0,179,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1,3,4,64,98,324,t
Prenzlauer Berg Nord,Pankow,4,Entire home/apt,1,2,2,83.79,96,344,t
Pankow Zentrum,Pankow,7,Entire home/apt,1,2,3,44,90,58,t
Mariendorf,Tempelhof - Schöneberg,14,Entire home/apt,2,3,12,110,83,339,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,150,100,145,t
Rixdorf,Neukölln,3,Entire home/apt,1,1,0,65,90,163,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,60,96,361,f
Gatow / Kladow,Spandau,4,Entire home/apt,1,1,3,35,87,139,t
Schloßstr.,Steglitz - Zehlendorf,4,Entire home/apt,1,2,4,85,97,318,t
Mariendorf,Tempelhof - Schöneberg,12,Entire home/apt,2,3,10,126,70,353,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,10,Shared room,0,1,10,11,91,365,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,2,2,2,187,99,340,t
Osloer Straße,Mitte,6,Shared room,0,1,6,14,73,89,f
Osloer Straße,Mitte,6,Shared room,0,1,6,14,64,89,f
Halensee,Charlottenburg-Wilm.,3,Private room,0,1,1,72,0,179,f
Weißensee,Pankow,3,Entire home/apt,1,1,1,50,80,254,t
Nord 2,Reinickendorf,5,Entire home/apt,1,2,5,120,100,362,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Shared room,0,1,4,15,92,365,t
Reuterstraße,Neukölln,4,Private room,0,1,2,60,0,83,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1,1,3,120,87,61,f
Friedenau,Tempelhof - Schöneberg,6,Entire home/apt,1,2,6,115,100,318,f
Alt-Lichtenberg,Lichtenberg,5,Entire home/apt,1,2,5,97,97,177,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Private room,0,1,1,40,98,229,t
Neue Kantstraße,Charlottenburg-Wilm.,16,Entire home/apt,1,1,1,200,80,365,t
Moabit Ost,Mitte,4,Entire home/apt,1,1,1,60,0,298,f
Rahnsdorf/Hessenwinkel,Treptow - Köpenick,6,Entire home/apt,1,3,3,75,99,128,t
Prenzlauer Berg Ost,Pankow,4,Entire home/apt,1.5,1,2,100,100,75,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,6,Entire home/apt,1,1,1,64,97,346,t
Wedding Zentrum,Mitte,3,Entire home/apt,1,1,2,56,92,83,f
Prenzlauer Berg Südwest,Pankow,4,Hotel room,1,2,2,177,100,67,t
Weißensee,Pankow,6,Entire home/apt,1,2,3,81,97,195,f
Reuterstraße,Neukölln,4,Private room,0,1,1,49,0,98,t
Schillerpromenade,Neukölln,4,Entire home/apt,1,2,2,84,100,47,f
Friedenau,Tempelhof - Schöneberg,3,Entire home/apt,1,1,3,75,100,365,t
Pankow Zentrum,Pankow,6,Entire home/apt,1,2,7,160,90,180,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,48,0,293,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Shared room,0,1,4,25,88,365,t
Moabit Ost,Mitte,3,Entire home/apt,1,1,2,125,87,89,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1.5,2,2,151,96,175,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Hotel room,1,2,2,124,99,334,t
Allende-Viertel,Treptow - Köpenick,7,Entire home/apt,2,4,6,456,100,109,t
Kantstraße,Charlottenburg-Wilm.,4,Private room,0,1,2,32,100,161,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Shared room,0,1,4,15,93,365,t
Prenzlauer Berg Süd,Pankow,6,Entire home/apt,2.5,2,2,250,0,267,f
Prenzlauer Berg Südwest,Pankow,6,Entire home/apt,1,2,3,46,88,60,t
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,2,3,95,96,89,f
Alexanderplatz,Mitte,3,Entire home/apt,1,1,2,83,97,54,f
Brunsbütteler Damm,Spandau,3,Entire home/apt,1,1,1,42,86,177,t
Alexanderplatz,Mitte,11,Entire home/apt,1,3,6,999,94,177,t
Schönholz/Wilhelmsruh/Rosenthal,Pankow,9,Entire home/apt,2,4,7,125,98,96,t
Neue Kantstraße,Charlottenburg-Wilm.,8,Entire home/apt,2.5,3,9,210,73,172,f
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,1,80,93,166,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,91,98,362,t
Osloer Straße,Mitte,6,Shared room,0,1,6,14,90,365,f
Osloer Straße,Mitte,9,Shared room,0,1,9,14,73,365,f
Osloer Straße,Mitte,5,Shared room,0,1,5,17,83,365,f
Mariendorf,Tempelhof - Schöneberg,9,Entire home/apt,1,2,7,75,84,365,t
Mariendorf,Tempelhof - Schöneberg,9,Entire home/apt,1,2,7,69,85,359,t
Mariendorf,Tempelhof - Schöneberg,13,Entire home/apt,2,3,11,111,90,350,t
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,2,2,2,130,100,269,f
Westend,Charlottenburg-Wilm.,11,Private room,0,4,7,239,98,327,t
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,1,1,72,92,158,f
Westend,Charlottenburg-Wilm.,3,Private room,0,1,2,36,100,80,t
Westend,Charlottenburg-Wilm.,3,Private room,0,1,2,36,94,80,t
Westend,Charlottenburg-Wilm.,3,Private room,0,1,2,36,100,82,t
Drakestr.,Steglitz - Zehlendorf,7,Entire home/apt,1,2,4,76.69,100,167,t
Moabit Ost,Mitte,6,Entire home/apt,1,1,1,107,93,365,t
Tempelhof,Tempelhof - Schöneberg,5,Entire home/apt,1,1,2,68,85,349,t
Tempelhof,Tempelhof - Schöneberg,13,Entire home/apt,2,4,8,143,95,346,t
Tempelhof,Tempelhof - Schöneberg,13,Entire home/apt,2,4,8,160.29,92,354,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Hotel room,1,1,4,98,0,279,t
Wiesbadener Straße,Charlottenburg-Wilm.,3,Private room,0,1,2,149,0,89,f
Wedding Zentrum,Mitte,5,Entire home/apt,1.5,2,2,169,88,365,f
Schloßstr.,Steglitz - Zehlendorf,12,Entire home/apt,2,4,12,240,100,336,f
Brunnenstr. Nord,Mitte,4,Entire home/apt,1,1,1,999,80,358,f
Tempelhof,Tempelhof - Schöneberg,11,Entire home/apt,2,4,8,150,86,332,t
Tempelhof,Tempelhof - Schöneberg,8,Entire home/apt,1,2,4,78,80,292,t
Tempelhof,Tempelhof - Schöneberg,16,Entire home/apt,0,6,12,281.66,90,289,t
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,3,3,200,100,170,f
Gatow / Kladow,Spandau,3,Entire home/apt,1.5,1,2,88,95,359,f
Friedenau,Tempelhof - Schöneberg,5,Entire home/apt,1,2,2,98,96,291,f
Weißensee,Pankow,4,Entire home/apt,1,2,4,90,99,253,f
Helmholtzplatz,Pankow,3,Entire home/apt,1,1,1,29,88,59,t
Reuterstraße,Neukölln,8,Entire home/apt,1,2,4,90,90,336,f
Helmholtzplatz,Pankow,3,Entire home/apt,1,1,1,28,85,83,t
Helmholtzplatz,Pankow,4,Entire home/apt,1,1,2,27.86,81,83,t
Regierungsviertel,Mitte,4,Entire home/apt,1,2,4,80,96,363,f
Helmholtzplatz,Pankow,3,Entire home/apt,1,1,2,28,89,75,t
Helmholtzplatz,Pankow,3,Entire home/apt,1,1,2,28,90,87,t
Helmholtzplatz,Pankow,4,Entire home/apt,1,1,2,28,90,70,t
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,2,65,98,67,f
Regierungsviertel,Mitte,5,Entire home/apt,1,2,2,144,100,158,t
Reuterstraße,Neukölln,3,Private room,0,1,1,39,97,31,f
Osloer Straße,Mitte,6,Shared room,0,1,6,14,40,365,f
Osloer Straße,Mitte,6,Shared room,0,1,6,12,76,364,f
Osloer Straße,Mitte,8,Shared room,0,1,8,14,60,364,f
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,8,Entire home/apt,1,3,5,129,97,359,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1.5,1,1,104,96,291,f
Ost 2,Reinickendorf,4,Entire home/apt,1,2,2,60,87,73,t
Alexanderplatz,Mitte,3,Entire home/apt,1,1,1,71,93,363,t
Alexanderplatz,Mitte,3,Entire home/apt,1,1,1,78,90,260,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,2,95,91,338,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,79,80,344,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,79,82,357,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,2,3,99,87,364,f
Albrechtstr.,Steglitz - Zehlendorf,10,Entire home/apt,1,4,7,169,100,298,f
Friedrichsfelde Nord,Lichtenberg,4,Entire home/apt,1,1,2,69,87,317,f
Friedrichsfelde Nord,Lichtenberg,4,Entire home/apt,1,1,2,69,72,314,f
Ost 1,Reinickendorf,4,Entire home/apt,2,2,2,172,99,166,f
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,2,1,73,98,69,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,1,80,93,363,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,60,90,227,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,82,80,325,f
Alexanderplatz,Mitte,6,Entire home/apt,1,2,2,98,98,197,f
Moabit Ost,Mitte,4,Entire home/apt,1,1,2,89,100,321,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,3,165,94,365,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1,2,4,246,86,365,f
Alexanderplatz,Mitte,3,Entire home/apt,1.5,1,2,210,100,365,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,3,264,100,364,f
Kantstraße,Charlottenburg-Wilm.,6,Entire home/apt,1,2,4,223,0,363,f
Osloer Straße,Mitte,7,Shared room,0,1,7,14,80,365,f
Osloer Straße,Mitte,7,Shared room,0,1,7,14,0,365,f
Tiergarten Süd,Mitte,6,Entire home/apt,1.5,3,3,119,97,89,f
Reuterstraße,Neukölln,5,Private room,0,1,3,92,83,90,f
Alexanderplatz,Mitte,3,Private room,0,1,2,37,99,85,f
Weißensee,Pankow,4,Entire home/apt,1,1,2,72,99,273,t
Johannisthal,Treptow - Köpenick,4,Private room,0,1,2,35,95,164,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,6,Entire home/apt,1.5,2,4,79,96,339,f
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,8,Entire home/apt,1,2,4,129,96,359,f
Reuterstraße,Neukölln,4,Private room,0,1,1,98,87,364,f
Neuköllner Mitte/Zentrum,Neukölln,12,Entire home/apt,1,3,6,90,89,348,f
Weißensee,Pankow,5,Private room,0,2,3,300,100,364,f
Weißensee,Pankow,8,Entire home/apt,1,2,4,119,100,335,f
Prenzlauer Berg Ost,Pankow,3,Private room,0,1,1,25,86,332,t
Schöneberg-Nord,Tempelhof - Schöneberg,4,Entire home/apt,1,1,1,150.43,99,346,t
Schöneberg-Nord,Tempelhof - Schöneberg,5,Private room,0,1,4,55,96,125,t
Otto-Suhr-Allee,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,60,100,77,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,2,52,89,308,t
Alexanderplatz,Mitte,3,Private room,0,1,1,59,97,365,f
Alexanderplatz,Mitte,3,Private room,0,1,2,64,90,89,f
Alexanderplatz,Mitte,6,Entire home/apt,1.5,3,3,152,99,93,f
Schloßstr.,Steglitz - Zehlendorf,3,Private room,0,1,2,53,93,362,f
Prenzlauer Berg Südwest,Pankow,3,Hotel room,1,1,1,150,100,58,t
Prenzlauer Berg Ost,Pankow,4,Entire home/apt,1,2,2,45,0,89,f
Zehlendorf  Südwest,Steglitz - Zehlendorf,3,Shared room,0,1,3,75,0,365,t
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,2,2,55,0,35,f
Wedding Zentrum,Mitte,3,Entire home/apt,1,1,2,42,90,75,f
Prenzlauer Berg Südwest,Pankow,4,Hotel room,1,1,2,268,100,296,t
Adlershof,Treptow - Köpenick,4,Entire home/apt,1,2,2,53,100,355,t
Rixdorf,Neukölln,4,Entire home/apt,1,1,4,97,84,38,t
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,2,2,98,89,82,t
Prenzlauer Berg Südwest,Pankow,3,Hotel room,1,1,2,144,99,71,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Private room,0,1,2,60,100,60,t
Tiergarten Süd,Mitte,5,Entire home/apt,1,3,3,189,50,179,f
Regierungsviertel,Mitte,6,Entire home/apt,2,2,2,280,98,330,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Private room,0,1,2,200,0,363,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,6,Hotel room,1.5,3,0,84,0,314,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,6,Hotel room,1.5,3,0,86,0,334,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,6,Hotel room,1,3,4,83,0,309,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,6,Hotel room,1,3,4,84,0,326,t
Zehlendorf  Südwest,Steglitz - Zehlendorf,3,Shared room,0,1,3,80,0,362,t
Rixdorf,Neukölln,9,Entire home/apt,2,3,6,55,93,49,t
Brunnenstr. Süd,Mitte,8,Entire home/apt,1,2,6,116,92,101,t
Friedenau,Tempelhof - Schöneberg,4,Entire home/apt,1,1,2,65,100,165,t
Biesdorf,Marzahn - Hellersdorf,6,Private room,0,2,6,19,92,38,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,70,100,62,t
Rudow,Neukölln,5,Private room,0,2,3,126,95,350,t
Marzahn-Süd,Marzahn - Hellersdorf,6,Entire home/apt,2,3,5,420,100,73,f
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,3,130,84,88,f
Otto-Suhr-Allee,Charlottenburg-Wilm.,3,Entire home/apt,1,1,3,20,0,302,t
Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,1.5,2,2,67,0,83,f
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,2,3,79,97,338,t
Moabit Ost,Mitte,4,Entire home/apt,1,2,4,79,0,246,f
Moabit West,Mitte,8,Entire home/apt,1,3,5,129,87,365,f
Prenzlauer Berg Ost,Pankow,5,Entire home/apt,2,3,2,225,100,69,f
Friedrichshagen,Treptow - Köpenick,5,Entire home/apt,2.5,2,2,143,96,271,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,79,95,365,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,3,3,89,72,90,f
Alexanderplatz,Mitte,3,Entire home/apt,1,1,4,60,0,355,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,81,96,354,f
Alexanderplatz,Mitte,4,Entire home/apt,1,2,3,90,95,245,f
Alexanderplatz,Mitte,3,Entire home/apt,1.5,1,1,150,97,156,f
Reuterstraße,Neukölln,8,Entire home/apt,1,2,4,90,97,312,f
Reuterstraße,Neukölln,8,Entire home/apt,1,2,4,90,0,365,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,1,90,90,56,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,80,99,80,t
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1,1,2,130,100,48,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,1,1,99,88,341,f
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,3,3,98,83,123,f
Regierungsviertel,Mitte,4,Entire home/apt,1,1,2,60,100,364,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,5,Entire home/apt,1,1,4,119,70,156,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,6,Entire home/apt,1,1,3,92,90,342,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,1,3,92,84,339,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,5,Private room,0,1,3,82,87,336,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,0,150,98,103,f
Alexanderplatz,Mitte,6,Entire home/apt,1.5,1,4,132,93,359,t
Alexanderplatz,Mitte,3,Entire home/apt,1,1,2,86,91,365,t
Schloß Charlottenburg,Charlottenburg-Wilm.,3,Entire home/apt,2,1,2,220,0,87,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,2,3,4,225,0,339,t
Neuköllner Mitte/Zentrum,Neukölln,12,Entire home/apt,1,3,6,90,92,365,f
Volkspark Wilmersdorf,Charlottenburg-Wilm.,6,Entire home/apt,1.5,3,3,320,100,263,f
Haselhorst,Spandau,5,Entire home/apt,1,2,4,220,100,202,t
Helmholtzplatz,Pankow,4,Entire home/apt,1,1,3,89,95,290,t
Schillerpromenade,Neukölln,5,Entire home/apt,1,4,5,150,100,41,f
Tempelhof,Tempelhof - Schöneberg,3,Private room,0,1,2,30,94,103,t
Neuköllner Mitte/Zentrum,Neukölln,5,Entire home/apt,1,2,3,110,0,193,t
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1,1,1,120,96,284,t
Brunnenstr. Süd,Mitte,6,Entire home/apt,1,2,4,96,96,164,t
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,1,1,114,0,365,t
Friedenau,Tempelhof - Schöneberg,5,Entire home/apt,1,1,3,86,91,359,f
Alexanderplatz,Mitte,5,Entire home/apt,1,1,3,75,91,90,f
